grid_id,geometry,center_lon,center_lat,cafe_count,total_reviews_count,average_cafe_rating,school_count,university_count,mall_count,poi_count,chain_cafe_count,distance_to_metro,proximity_to_metro,foot_traffic_count,walkable_length_m,walkability_index,parking_count,parking_density
214,"POLYGON ((37.425640280667935 55.582255234580764, 37.42535258858253 55.589440961713805, 37.41266454917065 55.5892773384967, 37.41295455703047 55.58209165511246, 37.425640280667935 55.582255234580764))",37.41915299151015,55.58576640683095,0,0,0.0,0,0,0,0,1,924.9963211307446,0.8941194332030137,0,10096.138527536215,0.113,0,0.0
215,"POLYGON ((37.42535258858253 55.589440961713805, 37.425064766631685 55.59662667937865, 37.412374410401334 55.5964630123968, 37.41266454917065 55.5892773384967, 37.42535258858253 55.589440961713805))",37.418864076341,55.5929521073807,5,16566,3.55,0,0,0,0,1,1173.5260818049244,0.8643498030870129,0,26031.456585300573,0.292,0,0.0
216,"POLYGON ((37.425064766631685 55.59662667937865, 37.42477681473524 55.6038123875755, 37.41208414064172 55.603648676812966, 37.412374410401334 55.5964630123968, 37.425064766631685 55.59662667937865))",37.41857503074415,55.6001377984544,8,7188,3.8,1,0,0,1,0,702.233871342759,0.9208025785773676,0,59711.759231427925,0.671,16,0.098
217,"POLYGON ((37.42477681473524 55.6038123875755, 37.42448873281291 55.610998086304605, 37.41179373981087 55.61083433174541, 37.41208414064172 55.603648676812966, 37.42477681473524 55.6038123875755))",37.41828585463904,55.60732348005223,13,3666,4.714285714285714,1,0,0,1,1,942.9217094918746,0.8919722771451277,1,26235.655284704186,0.295,18,0.11
218,"POLYGON ((37.42448873281291 55.610998086304605, 37.42420052078439 55.61818377556614, 37.411503207827856 55.61801997719431, 37.41179373981087 55.61083433174541, 37.42448873281291 55.610998086304605))",37.41799654794505,55.61450915217445,3,4929,4.25,0,0,1,1,17,910.7162926476032,0.8958299372683453,0,29268.04206679551,0.329,34,0.209
219,"POLYGON ((37.42420052078439 55.61818377556614, 37.42391217856928 55.625369455360335, 37.411212544611615 55.62520561315987, 37.411503207827856 55.61801997719431, 37.42420052078439 55.61818377556614))",37.41770711058153,55.621694814821225,73,205485,4.067924528301886,0,0,0,0,3,409.5797541885996,0.9558575546734724,0,47569.94494450482,0.534,28,0.172
220,"POLYGON ((37.42391217856928 55.625369455360335, 37.423623706087135 55.6325551256874, 37.410921750081066 55.63239123964232, 37.411212544611615 55.62520561315987, 37.42391217856928 55.625369455360335))",37.4174175424677,55.62888046799277,5,28302,4.26,0,0,0,0,1,886.6267417388125,0.8987154549555225,0,32963.84335904584,0.37,13,0.08
221,"POLYGON ((37.423623706087135 55.6325551256874, 37.42333510325743 55.63974078654755, 37.41063082415502 55.639576856641824, 37.410921750081066 55.63239123964232, 37.423623706087135 55.6325551256874))",37.41712784352278,55.63606611168933,5,8585,4.36,1,0,0,1,1,1596.6190161653442,0.8136704795064643,0,39048.07329400464,0.439,8,0.049
222,"POLYGON ((37.42333510325743 55.63974078654755, 37.42304636999956 55.64692643794098, 37.41033976675225 55.646762464158606, 37.41063082415502 55.639576856641824, 37.42333510325743 55.63974078654755))",37.416838013665874,55.64325174591105,2,4932,3.7,1,0,1,2,3,1767.5547044194377,0.7931952969804585,0,29348.994508669377,0.33,9,0.055
223,"POLYGON ((37.42304636999956 55.64692643794098, 37.42275750623288 55.654112079867915, 37.41004857779145 55.65394806219287, 37.41033976675225 55.646762464158606, 37.42304636999956 55.64692643794098))",37.416548052816026,55.650437370658175,11,23418,3.466666666666667,0,0,0,0,3,1015.0272289270478,0.883335264671916,0,41229.563019974834,0.463,16,0.098
224,"POLYGON ((37.42275750623288 55.654112079867915, 37.422468511876644 55.66129771232856, 37.40975725719124 55.66113365074481, 37.41004857779145 55.65394806219287, 37.42275750623288 55.654112079867915))",37.416257960892224,55.6576229859309,13,11126,3.933333333333333,0,0,0,0,1,223.2414968634414,0.9781777024979516,0,68899.7785188274,0.774,55,0.337
225,"POLYGON ((37.422468511876644 55.66129771232856, 37.42217938685009 55.668483335323124, 37.40946580487018 55.668319229814614, 37.40975725719124 55.66113365074481, 37.422468511876644 55.66129771232856))",37.41596773781338,55.66480859172944,20,6827,4.37,0,0,0,0,1,591.0949595056978,0.9341151262895976,0,42805.77621061791,0.481,65,0.399
226,"POLYGON ((37.42217938685009 55.668483335323124, 37.42189013107232 55.675668948851836, 37.40917422074675 55.67550479940251, 37.40946580487018 55.668319229814614, 37.42217938685009 55.668483335323124))",37.41567738349836,55.67199418805399,1,1,0.0,0,0,0,0,0,1388.8663474761508,0.8385557088878962,0,21459.6707884058,0.241,0,0.0
227,"POLYGON ((37.42189013107232 55.675668948851836, 37.421600744462424 55.6828545529149, 37.40888250473939 55.682690359508676, 37.40917422074675 55.67550479940251, 37.42189013107232 55.675668948851836))",37.41538689786592,55.67917977490477,0,0,0.0,0,0,0,0,0,2188.265570246294,0.7428013046172368,0,24567.321936731085,0.276,2,0.012
228,"POLYGON ((37.421600744462424 55.6828545529149, 37.4213112269394 55.690040147512505, 37.40859065676643 55.68987591013333, 37.40888250473939 55.682690359508676, 37.421600744462424 55.6828545529149))",37.41509628083478,55.68636535228195,0,0,0.0,0,0,0,0,0,2745.8941977742597,0.676006897627228,0,22503.02630214279,0.253,14,0.086
229,"POLYGON ((37.4213112269394 55.690040147512505, 37.421021578422184 55.6972257326449, 37.40829867674617 55.69706145127667, 37.40859065676643 55.68987591013333, 37.4213112269394 55.690040147512505))",37.41480553232359,55.69355092018579,2,28,4.4,0,0,0,0,0,3186.3429348333484,0.6232486446448078,0,48378.63807490634,0.543,3,0.018
230,"POLYGON ((37.421021578422184 55.6972257326449, 37.420731798829635 55.70441130831229, 37.40800656459681 55.70424698293888, 37.40829867674617 55.69706145127667, 37.421021578422184 55.6972257326449))",37.41451465225091,55.70073647861648,0,0,0.0,0,0,0,0,0,2837.743328299148,0.6650049369977047,0,29953.8710188484,0.336,1,0.006
231,"POLYGON ((37.420731798829635 55.70441130831229, 37.42044188808056 55.71159687451484, 37.407714320236515 55.71143250512018, 37.40800656459681 55.70424698293888, 37.420731798829635 55.70441130831229))",37.41422364053525,55.7079220275742,1,5,0.0,4,0,0,4,4,2490.4094257435936,0.7066096195829084,0,32401.782651983936,0.364,1,0.006
232,"POLYGON ((37.42044188808056 55.71159687451484, 37.42015184609368 55.71878243125282, 37.407421943583344 55.71861801782079, 37.407714320236515 55.71143250512018, 37.42044188808056 55.71159687451484))",37.41393249709505,55.71510756705917,12,82739,3.98,3,0,0,3,3,2373.0762762952745,0.7206641314045373,1,57222.77636923418,0.643,24,0.147
233,"POLYGON ((37.42015184609368 55.71878243125282, 37.41986167278767 55.72596797852641, 37.40712943455531 55.725803521040866, 37.407421943583344 55.71861801782079, 37.42015184609368 55.71878243125282))",37.413641221848685,55.72229309707161,9,16463,4.375,2,0,0,2,1,2069.459736712769,0.7570322188961627,0,41567.64590736802,0.467,1,0.006
234,"POLYGON ((37.41986167278767 55.72596797852641, 37.4195713680811 55.73315351633584, 37.40683679307036 55.732989014780635, 37.40712943455531 55.725803521040866, 37.41986167278767 55.72596797852641))",37.41334981471445,55.72947861761172,12,3905,3.3200000000000003,2,2,1,5,22,1278.6303921211406,0.8517600978009201,1,52567.27367841778,0.591,16,0.098
235,"POLYGON ((37.4195713680811 55.73315351633584, 37.41928093189251 55.74033904468131, 37.406544019046365 55.74017449904031, 37.40683679307036 55.732989014780635, 37.4195713680811 55.73315351633584))",37.413058275610574,55.736664128679706,60,210335,4.162,3,0,1,4,18,516.8440308139893,0.9430091222316752,1,51949.83948538872,0.584,6,0.037
236,"POLYGON ((37.41928093189251 55.74033904468131, 37.41899036414035 55.74752456356303, 37.406251112401115 55.74735997382006, 37.406544019046365 55.74017449904031, 37.41928093189251 55.74033904468131))",37.412766604455214,55.74384963027577,53,175107,3.9060606060606062,1,0,2,3,2,423.5089367090438,0.9541890759756818,0,66215.74640904886,0.744,31,0.19
237,"POLYGON ((37.41899036414035 55.74752456356303, 37.41869966474301 55.75471007298121, 37.405958073052346 55.75454543912012, 37.406251112401115 55.74735997382006, 37.41899036414035 55.74752456356303))",37.41247480116649,55.75103512240013,11,24511,4.26,2,0,2,4,13,687.7417954540389,0.922538482308373,0,74648.13274275167,0.839,51,0.313
238,"POLYGON ((37.41869966474301 55.75471007298121, 37.41840883361882 55.761895572936076, 37.40566490091773 55.76173089494066, 37.405958073052346 55.75454543912012, 37.41869966474301 55.75471007298121))",37.412182865662416,55.75822060505297,28,158840,4.354545454545455,2,0,0,2,2,307.1114169952924,0.9681315152992404,0,71566.23922318374,0.804,28,0.172
239,"POLYGON ((37.41840883361882 55.761895572936076, 37.41811787068601 55.769081063427834, 37.40537159591486 55.76891634128191, 37.40566490091773 55.76173089494066, 37.41840883361882 55.761895572936076))",37.41189079786093,55.76540607823451,4,3238,3.9666666666666655,1,0,0,1,0,997.8206564431144,0.8853963188371047,0,47886.45483142429,0.538,7,0.043
240,"POLYGON ((37.41811787068601 55.769081063427834, 37.417826775862764 55.77626654445668, 37.40507815796124 55.77610177814404, 37.40537159591486 55.76891634128191, 37.41811787068601 55.769081063427834))",37.411598597679934,55.77259154194496,4,509,3.9,0,0,0,0,0,1782.406995367884,0.7914162456237475,0,32297.51066040945,0.363,4,0.025
241,"POLYGON ((37.417826775862764 55.77626654445668, 37.41753554906721 55.78345201602285, 37.40478458697436 55.78328720552729, 37.40507815796124 55.77610177814404, 37.417826775862764 55.77626654445668))",37.41130626503724,55.77977699618451,0,0,0.0,0,0,0,0,0,2576.490505821784,0.6962985731031545,0,29014.10801325526,0.326,1,0.006
242,"POLYGON ((37.41753554906721 55.78345201602285, 37.41724419021738 55.79063747812654, 37.40449088287158 55.790472623431825, 37.40478458697436 55.78328720552729, 37.41753554906721 55.78345201602285))",37.41101379985062,55.7869624409534,0,0,0.0,1,0,0,1,0,1938.724258607108,0.7726921013009358,0,23293.176242514943,0.262,0,0.0
243,"POLYGON ((37.41724419021738 55.79063747812654, 37.416952699231246 55.797822930767964, 37.40419704557022 55.79765803185788, 37.40449088287158 55.790472623431825, 37.41724419021738 55.79063747812654))",37.41072120203772,55.79414787625182,2,64,4.5,1,1,0,2,0,1175.8241483363738,0.8640745338780553,0,33595.12387501949,0.377,3,0.018
244,"POLYGON ((37.416952699231246 55.797822930767964, 37.41666107602672 55.805008373947324, 37.403903074987525 55.80484343080561, 37.40419704557022 55.79765803185788, 37.416952699231246 55.797822930767964))",37.41042847151617,55.80133330207997,6,125,4.633333333333334,3,0,2,5,6,535.2318184223245,0.9408065786237516,0,47087.24007165103,0.529,13,0.08
245,"POLYGON ((37.41666107602672 55.805008373947324, 37.416369320521646 55.812193807664855, 37.40360897104069 55.81202882027528, 37.403903074987525 55.80484343080561, 37.41666107602672 55.805008373947324))",37.41013560820352,55.808518718438044,15,138949,4.271428571428571,1,0,0,1,0,685.8452929222768,0.9227656509932478,0,50642.32324364502,0.569,18,0.11
246,"POLYGON ((37.416369320521646 55.812193807664855, 37.41607743263377 55.819379231920756, 37.40331473364681 55.81921420026702, 37.40360897104069 55.81202882027528, 37.416369320521646 55.812193807664855))",37.40984261201722,55.81570412532628,0,0,0.0,0,0,0,0,2,1390.7891381969143,0.8383253913259578,0,35333.9291743765,0.397,5,0.031
247,"POLYGON ((37.41607743263377 55.819379231920756, 37.415785412280805 55.826564646715234, 37.403020362722906 55.826399570781085, 37.40331473364681 55.81921420026702, 37.41607743263377 55.819379231920756))",37.409549482874695,55.82288952274486,3,7384,4.3,0,1,0,1,0,1547.2280847526058,0.8195866714154469,0,15860.913104454017,0.178,1,0.006
248,"POLYGON ((37.415785412280805 55.826564646715234, 37.415493259380376 55.833750052048515, 37.40272585818598 55.83358493181766, 37.403020362722906 55.826399570781085, 37.415785412280805 55.826564646715234))",37.40925622069326,55.83007491069398,5,34,4.4,2,0,0,2,0,1601.8915270180175,0.8130389225555346,0,29042.255904619557,0.326,6,0.037
249,"POLYGON ((37.415493259380376 55.833750052048515, 37.41520097385004 55.84093544792079, 37.4024312199529 55.84077028337694, 37.40272585818598 55.83358493181766, 37.415493259380376 55.833750052048515))",37.40896282539018,55.83726028917389,5,2176,4.3,0,0,0,0,0,1689.1334709877422,0.8025888243639365,0,51733.861107088116,0.581,10,0.061
250,"POLYGON ((37.41520097385004 55.84093544792079, 37.41490855560729 55.84812083433228, 37.40213644794051 55.84795562545914, 37.4024312199529 55.84077028337694, 37.41520097385004 55.84093544792079))",37.40866929688265,55.84444565818477,1,0,0.0,3,0,0,3,2,1939.6494357980923,0.772581280839464,0,28139.90968419803,0.316,3,0.018
251,"POLYGON ((37.41490855560729 55.84812083433228, 37.414616004569545 55.855306211283214, 37.401841542065554 55.85514095806444, 37.40213644794051 55.84795562545914, 37.41490855560729 55.84812083433228))",37.4083756350878,55.85163101772681,5,100946,4.25,1,0,0,1,0,1959.160181472142,0.7702442259916734,0,48620.43328685356,0.546,10,0.061
252,"POLYGON ((37.414616004569545 55.855306211283214, 37.414323320654155 55.86249157877377, 37.401546502244734 55.862326281193056, 37.401841542065554 55.85514095806444, 37.414616004569545 55.855306211283214))",37.40808183992268,55.858816367800245,2,53,3.2,0,0,0,0,0,1785.099505247729,0.7910937288233884,0,35167.85751859599,0.395,13,0.08
253,"POLYGON ((37.414323320654155 55.86249157877377, 37.4140305037784 55.86967693680417, 37.40125132839466 55.86951159484518, 37.401546502244734 55.862326281193056, 37.414323320654155 55.86249157877377))",37.40778791130428,55.866001708405264,0,0,0.0,0,0,0,0,0,1885.6964542158296,0.7790439286165446,0,20305.824360880477,0.228,4,0.025
254,"POLYGON ((37.4140305037784 55.86967693680417, 37.413737553859484 55.876862285374656, 37.40095602043188 55.87669689902103, 37.40125132839466 55.86951159484518, 37.4140305037784 55.86967693680417))",37.407493849149496,55.87318703954208,0,0,0.0,0,0,0,0,0,2281.473643494924,0.7316365658072459,0,41749.513755233034,0.469,6,0.037
255,"POLYGON ((37.413737553859484 55.876862285374656, 37.41344447081456 55.884047624485405, 37.400660578272856 55.88388219372078, 37.40095602043188 55.87669689902103, 37.413737553859484 55.876862285374656))",37.40719965337519,55.88037236121091,1,24,4.5,0,0,1,1,0,2852.085701586706,0.663286965087226,0,27922.783409667427,0.314,1,0.006
256,"POLYGON ((37.41344447081456 55.884047624485405, 37.4131512545607 55.89123295413663, 37.40036500183402 55.89106747894465, 37.400660578272856 55.88388219372078, 37.41344447081456 55.884047624485405))",37.40690532389812,55.88755767341195,1,397,4.6,0,0,0,0,0,3513.3550499680327,0.5840781658876455,0,64517.34067811077,0.725,9,0.055
257,"POLYGON ((37.4131512545607 55.89123295413663, 37.41285790501489 55.89841827432856, 37.400069291031684 55.898252754692855, 37.40036500183402 55.89106747894465, 37.4131512545607 55.89123295413663))",37.406610860635006,55.89474297614539,0,0,0.0,0,0,0,0,0,4222.90593783248,0.4990860610270262,0,52874.6919072324,0.594,20,0.123
258,"POLYGON ((37.41285790501489 55.89841827432856, 37.41256442209407 55.905603585061414, 37.399773445782124 55.90543802096556, 37.400069291031684 55.898252754692855, 37.41285790501489 55.89841827432856))",37.40631626350247,55.90192826941145,0,0,0.0,0,0,0,0,0,4960.0610285694365,0.4107874430674024,0,73056.68420743525,0.821,25,0.153
259,"POLYGON ((37.41197705579478 55.91997417815066, 37.41168317224981 55.9271594605075, 37.39888510251167 55.92699376293282, 37.399181351606025 55.919808525085344, 37.41197705579478 55.91997417815066))",37.40543166805361,55.92348409240745,0,0,0.0,0,0,0,0,0,6884.867581803296,0.1802284187510068,0,14874.97542507943,0.167,12,0.074
260,"POLYGON ((37.41168317224981 55.9271594605075, 37.41138915499686 55.93434473340607, 37.398588718634436 55.9341789913056, 37.39888510251167 55.92699376293282, 37.41168317224981 55.9271594605075))",37.40513653460831,55.93066934780605,0,0,0.0,0,0,0,0,0,7494.994494327397,0.1071456118453506,0,0.0,0.0,0,0.0
261,"POLYGON ((37.43889650040635 55.56804593247623, 37.43861138157973 55.57523172191289, 37.42592784296803 55.575069497979335, 37.426215275562875 55.567883751909285, 37.43889650040635 55.56804593247623))",37.43241274780077,55.571557835368594,0,0,0.0,0,0,0,0,0,1636.7363837557416,0.8088651025119584,0,9372.09984354311,0.105,0,0.0
262,"POLYGON ((37.43861138157973 55.57523172191289, 37.438326134090694 55.58241750189675, 37.425640280667935 55.582255234580764, 37.42592784296803 55.575069497979335, 37.43861138157973 55.57523172191289))",37.43212640749536,55.578743598420765,0,0,0.0,0,0,0,0,0,841.2537957067349,0.9041503606866677,0,20994.24339302074,0.236,0,0.0
263,"POLYGON ((37.438326134090694 55.58241750189675, 37.438040757859824 55.58960327242801, 37.42535258858253 55.589440961713805, 37.425640280667935 55.582255234580764, 37.438326134090694 55.58241750189675))",37.431839937966224,55.585929352012336,0,0,0.0,0,0,0,0,5,128.4908653141047,0.9895272135055252,0,38483.258706843706,0.432,7,0.043
264,"POLYGON ((37.438040757859824 55.58960327242801, 37.43775525280765 55.5967890335069, 37.425064766631685 55.59662667937865, 37.42535258858253 55.589440961713805, 37.438040757859824 55.58960327242801))",37.43155333913364,55.593115096143535,20,28711,4.041666666666667,0,0,0,0,0,778.0178988532722,0.9117249435224396,0,33353.076225139586,0.375,0,0.0
265,"POLYGON ((37.43775525280765 55.5967890335069, 37.43746961885462 55.603974785133616, 37.42477681473524 55.6038123875755, 37.425064766631685 55.59662667937865, 37.43775525280765 55.5967890335069))",37.43126661091774,55.60030083081457,0,0,0.0,0,0,0,0,0,1493.280188810543,0.8260487100194964,0,24947.287746586127,0.28,3,0.018
266,"POLYGON ((37.43746961885462 55.603974785133616, 37.437183855921134 55.611160527308435, 37.42448873281291 55.610998086304605, 37.42477681473524 55.6038123875755, 37.43746961885462 55.603974785133616))",37.43097975323863,55.60748655602565,0,0,0.0,0,0,0,0,0,1620.4489076037428,0.8108160645989652,0,37443.2550101772,0.421,1,0.006
267,"POLYGON ((37.437183855921134 55.611160527308435, 37.43689796392749 55.61834626003152, 37.42420052078439 55.61818377556614, 37.42448873281291 55.610998086304605, 37.437183855921134 55.611160527308435))",37.43069276601635,55.614672271777,0,0,0.0,0,0,0,0,0,902.4601026260032,0.8968188881386302,0,21489.76114119309,0.241,0,0.0
268,"POLYGON ((37.43689796392749 55.61834626003152, 37.436611942793974 55.625531983303134, 37.42391217856928 55.625369455360335, 37.42420052078439 55.61818377556614, 37.43689796392749 55.61834626003152))",37.43040564917087,55.62185797806883,0,0,0.0,0,0,1,1,7,390.87804474759,0.958097700767387,0,28325.020145723094,0.318,4,0.025
269,"POLYGON ((37.436611942793974 55.625531983303134, 37.43632579244077 55.63271769712349, 37.423623706087135 55.6325551256874, 37.42391217856928 55.625369455360335, 37.436611942793974 55.625531983303134))",37.43011840262209,55.62904367490139,12,63746,3.772727272727273,0,0,0,0,7,862.7147856771054,0.901579699806425,0,33059.47294261392,0.371,3,0.018
270,"POLYGON ((37.43632579244077 55.63271769712349, 37.43603951278797 55.63990340149281, 37.42333510325743 55.63974078654755, 37.423623706087135 55.6325551256874, 37.43632579244077 55.63271769712349))",37.42983102628985,55.63622936227486,27,24989,4.255555555555556,0,0,0,0,0,840.6148647249994,0.9042268937302126,0,40874.99147434399,0.459,4,0.025
271,"POLYGON ((37.43603951278797 55.63990340149281, 37.43575310375567 55.64708909641128, 37.42304636999956 55.64692643794098, 37.42333510325743 55.63974078654755, 37.43603951278797 55.63990340149281))",37.42954352009388,55.643415040189474,0,0,0.0,0,0,0,0,0,1396.0622819018722,0.8376937585701089,0,17443.44025684571,0.196,0,0.0
272,"POLYGON ((37.43575310375567 55.64708909641128, 37.43546656526383 55.65427478187917, 37.42275750623288 55.654112079867915, 37.42304636999956 55.64692643794098, 37.43575310375567 55.64708909641128))",37.42925588395391,55.65060070864541,3,4894,3.9,1,0,0,1,9,1249.881866127409,0.855203681309358,0,31649.53811631252,0.356,14,0.086
273,"POLYGON ((37.43546656526383 55.65427478187917, 37.43517989723239 55.66146045789669, 37.422468511876644 55.66129771232856, 37.42275750623288 55.654112079867915, 37.43546656526383 55.65427478187917))",37.42896811778957,55.65778636764296,15,121871,3.9133333333333336,1,0,0,1,0,762.7326985377116,0.9135558500440926,0,64063.51503303483,0.72,64,0.393
274,"POLYGON ((37.43517989723239 55.66146045789669, 37.43489309958118 55.668646124464026, 37.42217938685009 55.668483335323124, 37.422468511876644 55.66129771232856, 37.43517989723239 55.66146045789669))",37.428680221520416,55.66497201718226,2,15,0.0,0,0,0,0,0,938.785201382304,0.8924677603261347,0,48040.76312398971,0.54,36,0.221
275,"POLYGON ((37.43489309958118 55.668646124464026, 37.434606172230005 55.67583178158146, 37.42189013107232 55.675668948851836, 37.42217938685009 55.668483335323124, 37.43489309958118 55.668646124464026))",37.428392195065925,55.672157657263575,1,320,3.4,0,0,0,0,0,1276.4700771687776,0.8520188667181373,0,17696.369563709624,0.199,0,0.0
276,"POLYGON ((37.434606172230005 55.67583178158146, 37.43431911509858 55.68301742924917, 37.421600744462424 55.6828545529149, 37.42189013107232 55.675668948851836, 37.434606172230005 55.67583178158146))",37.42810403834555,55.67934328788713,1,142,3.8,0,0,0,0,1,1618.1813597472765,0.8110876781907307,0,13381.214376676598,0.15,3,0.018
277,"POLYGON ((37.43431911509858 55.68301742924917, 37.434031928106556 55.69020306746738, 37.4213112269394 55.690040147512505, 37.421600744462424 55.6828545529149, 37.43431911509858 55.68301742924917))",37.427815751278665,55.68652890905311,3,531,3.4,0,0,0,0,0,2210.8021084926654,0.7401018113820217,0,29073.7640073646,0.327,1,0.006
278,"POLYGON ((37.434031928106556 55.69020306746738, 37.433744611173516 55.69738869623634, 37.421021578422184 55.6972257326449, 37.4213112269394 55.690040147512505, 37.434031928106556 55.69020306746738))",37.427527333784525,55.69371452076173,4,46,3.7,0,0,0,0,0,2391.866973756313,0.7184133260622743,1,16195.32492134484,0.182,0,0.0
279,"POLYGON ((37.433744611173516 55.69738869623634, 37.433457164218986 55.70457431555624, 37.420731798829635 55.70441130831229, 37.421021578422184 55.6972257326449, 37.433744611173516 55.69738869623634))",37.42723878578238,55.700900123013234,2,16,0.0,0,0,0,0,0,2212.8033278655603,0.7398620994040661,0,14171.454504700792,0.159,8,0.049
280,"POLYGON ((37.433457164218986 55.70457431555624, 37.4331695871624 55.71175992542732, 37.42044188808056 55.71159687451484, 37.420731798829635 55.70441130831229, 37.433457164218986 55.70457431555624))",37.42695010719138,55.70808571580783,1,5307,4.7,1,0,1,2,3,1745.2365106214106,0.7958686362715848,0,16658.588781296876,0.187,0,0.0
281,"POLYGON ((37.4331695871624 55.71175992542732, 37.43288187992315 55.718945525849804, 37.42015184609368 55.71878243125282, 37.42044188808056 55.71159687451484, 37.4331695871624 55.71175992542732))",37.426661297930615,55.71527129914572,8,7561,4.359999999999999,2,0,0,2,1,1573.2775924676755,0.8164663843026364,0,40228.77125666086,0.452,20,0.123
282,"POLYGON ((37.43288187992315 55.718945525849804, 37.432594042420554 55.72613111682391, 37.41986167278767 55.72596797852641, 37.42015184609368 55.71878243125282, 37.43288187992315 55.718945525849804))",37.42637235791912,55.72245687302716,12,492,4.583333333333333,4,0,0,4,0,1420.7763143109055,0.8347334386410348,0,49791.61835955726,0.559,23,0.141
283,"POLYGON ((37.432594042420554 55.72613111682391, 37.432306074573845 55.733316698349846, 37.4195713680811 55.73315351633584, 37.41986167278767 55.72596797852641, 37.432594042420554 55.72613111682391))",37.42608328707582,55.7296424374523,5,113,3.4,2,0,0,2,0,1250.223387638889,0.8551627728521742,0,43575.163872020144,0.49,9,0.055
284,"POLYGON ((37.432306074573845 55.733316698349846, 37.43201797630221 55.74050227042786, 37.41928093189251 55.74033904468131, 37.4195713680811 55.73315351633584, 37.432306074573845 55.733316698349846))",37.42579408531962,55.73682799242143,6,4902,4.45,2,0,0,2,5,717.24720417039,0.919004237147856,0,52767.561540442526,0.593,13,0.08
285,"POLYGON ((37.43201797630221 55.74050227042786, 37.43172974752476 55.747687833058144, 37.41899036414035 55.74752456356303, 37.41928093189251 55.74033904468131, 37.43201797630221 55.74050227042786))",37.42550475256933,55.7440135379347,21,82281,4.2,1,0,0,1,0,653.2041172982431,0.9266755075924856,0,63405.390711754255,0.712,15,0.092
286,"POLYGON ((37.43172974752476 55.747687833058144, 37.43144138816053 55.754873386240945, 37.41869966474301 55.75471007298121, 37.41899036414035 55.74752456356303, 37.43172974752476 55.747687833058144))",37.4252152887437,55.75119907399235,5,865,4.266666666666667,0,0,0,0,0,1236.5733677000349,0.8567978126299193,0,37994.49178097013,0.427,5,0.031
287,"POLYGON ((37.43144138816053 55.754873386240945, 37.431152898128495 55.762058929976476, 37.41840883361882 55.761895572936076, 37.41869966474301 55.75471007298121, 37.43144138816053 55.754873386240945))",37.42492569376142,55.758384600594646,3,3113,4.266666666666667,0,0,0,0,0,1072.586751091848,0.8764406147923539,0,29436.977635587788,0.331,2,0.012
288,"POLYGON ((37.431152898128495 55.762058929976476, 37.430864277347574 55.76924446426496, 37.41811787068601 55.769081063427834, 37.41840883361882 55.761895572936076, 37.431152898128495 55.762058929976476))",37.42463596754111,55.76557011774177,0,0,0.0,0,0,0,0,2,1432.4004252586062,0.8333410682367755,0,19812.41611291531,0.223,1,0.006
289,"POLYGON ((37.430864277347574 55.76924446426496, 37.43057552573659 55.776429989106596, 37.417826775862764 55.77626654445668, 37.41811787068601 55.769081063427834, 37.430864277347574 55.76924446426496))",37.42434611000128,55.7727556254339,10,6943,4.428571428571429,0,0,0,0,0,2057.449783757547,0.758470806597763,0,30897.508944400448,0.347,7,0.043
290,"POLYGON ((37.43057552573659 55.776429989106596, 37.43028664321433 55.78361550450164, 37.41753554906721 55.78345201602285, 37.417826775862764 55.77626654445668, 37.43057552573659 55.776429989106596))",37.42405612106042,55.779941123671286,0,0,0.0,0,0,0,0,0,2773.8832422833225,0.6726542870582772,0,35475.353344934454,0.399,0,0.0
291,"POLYGON ((37.43028664321433 55.78361550450164, 37.42999762969947 55.79080101045031, 37.41724419021738 55.79063747812654, 37.41753554906721 55.78345201602285, 37.43028664321433 55.78361550450164))",37.42376600063695,55.78712661245415,0,0,0.0,0,0,0,0,0,2263.5071459101277,0.7337886460495819,0,22023.365996470002,0.247,0,0.0
292,"POLYGON ((37.42999762969947 55.79080101045031, 37.429708485110666 55.79798650695281, 37.416952699231246 55.797822930767964, 37.41724419021738 55.79063747812654, 37.42999762969947 55.79080101045031))",37.4234757486492,55.79431209178271,0,0,0.0,0,0,0,0,0,1657.5208222429565,0.8063754809702376,0,8042.456372881919,0.09,0,0.0
293,"POLYGON ((37.429708485110666 55.79798650695281, 37.429419209366465 55.80517199400936, 37.41666107602672 55.805008373947324, 37.416952699231246 55.797822930767964, 37.429708485110666 55.79798650695281))",37.42318536501544,55.80149756165717,2,2,0.0,1,0,0,1,0,1285.023714758391,0.8509942866980288,0,17831.084439879618,0.2,6,0.037
294,"POLYGON ((37.429419209366465 55.80517199400936, 37.429129802385376 55.81235747162022, 37.416369320521646 55.812193807664855, 37.41666107602672 55.805008373947324, 37.429419209366465 55.80517199400936))",37.422894849653865,55.80868302207775,2,5343,4.25,0,0,0,0,3,1335.190910694714,0.8449851115274979,0,33905.36814757313,0.381,2,0.012
295,"POLYGON ((37.429129802385376 55.81235747162022, 37.42884026408583 55.81954293978557, 37.41607743263377 55.819379231920756, 37.416369320521646 55.812193807664855, 37.429129802385376 55.81235747162022))",37.4226042024826,55.81586847304468,20,119260,4.522222222222222,0,0,0,0,1,865.4291800645619,0.9012545616149896,0,30370.80929041839,0.341,24,0.147
